candidate,mode,recovery_wait_days,start,end,days
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-10-29,2012-11-05,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-11-12,2012-11-15,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-11-19,2012-11-23,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-12-03,2012-12-07,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2013-01-30,2013-02-20,11
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2013-03-18,2013-04-08,14
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2013-04-12,2013-04-22,7
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2013-06-07,2013-06-19,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2013-06-21,2013-06-27,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2013-07-11,2013-07-16,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2013-07-31,2013-08-05,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2013-08-08,2013-08-27,14
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2013-11-04,2013-11-19,12
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2013-12-11,2013-12-16,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2013-12-18,2013-12-30,9
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-01-15,2014-01-22,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-02-07,2014-02-12,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-03-04,2014-04-11,28
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-04-16,2014-04-24,7
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-04-28,2014-05-26,19
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-06-23,2014-06-30,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-07-21,2014-08-07,14
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-08-29,2014-09-04,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-09-19,2014-09-29,7
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-10-22,2014-10-31,8
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-11-06,2014-11-11,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-11-14,2014-11-26,9
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2014-12-12,2015-01-20,26
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2015-02-02,2015-02-25,13
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2015-04-21,2015-04-24,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2015-04-30,2015-05-13,9
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2015-06-11,2015-07-17,26
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2015-08-04,2015-08-20,13
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2015-08-24,2015-09-21,19
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2015-09-30,2015-10-12,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2015-11-02,2015-11-06,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2015-12-03,2015-12-21,13
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2015-12-24,2016-02-18,35
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2016-03-11,2016-03-21,7
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2016-04-18,2016-06-02,33
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2016-07-15,2016-08-17,24
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2016-09-01,2016-09-08,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2016-09-19,2016-10-12,13
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2016-11-30,2016-12-14,11
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2016-12-16,2017-01-06,15
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-01-12,2017-02-13,18
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-03-10,2017-03-20,7
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-03-28,2017-04-12,10
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-04-14,2017-05-18,24
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-05-23,2017-06-09,12
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-06-13,2017-06-19,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-06-28,2017-07-10,9
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-07-21,2017-07-31,7
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-08-09,2017-08-18,8
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-08-23,2017-08-30,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-09-18,2017-10-12,14
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-10-19,2017-11-10,17
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-11-22,2017-12-25,24
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2017-12-27,2018-01-05,7
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-01-22,2018-01-26,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-01-30,2018-02-02,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-02-06,2018-02-28,12
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-04-11,2018-05-23,29
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-05-25,2018-06-15,16
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-06-19,2018-06-21,3
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-06-26,2018-06-29,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-07-23,2018-07-26,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-07-31,2018-09-21,39
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-10-09,2018-10-15,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-10-26,2018-11-02,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2018-11-22,2018-12-27,26
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2019-01-22,2019-02-14,13
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2019-03-19,2019-04-03,12
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2019-04-12,2019-06-13,41
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2019-07-05,2019-08-06,23
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2019-08-09,2019-08-16,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2019-09-18,2019-10-30,26
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2019-11-04,2019-12-09,26
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2020-03-11,2020-04-21,29
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2020-04-27,2020-05-20,15
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2020-05-25,2020-06-03,8
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2020-06-29,2020-07-03,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2020-07-21,2020-08-05,12
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2020-08-07,2020-09-04,21
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2020-09-15,2020-10-14,16
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2020-10-20,2020-10-30,9
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2020-11-04,2020-11-09,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2020-11-13,2020-12-21,27
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2021-01-12,2021-02-24,27
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2021-02-26,2021-04-21,38
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2021-05-13,2021-05-18,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2021-08-11,2021-09-01,16
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2021-09-10,2021-10-28,28
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2021-12-06,2021-12-15,8
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2021-12-17,2021-12-22,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2021-12-24,2022-01-06,9
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2022-01-12,2022-01-17,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2022-01-24,2022-02-25,20
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2022-03-03,2022-03-09,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2022-03-23,2022-05-13,33
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2022-05-17,2022-05-24,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2022-05-26,2022-06-02,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2022-07-08,2022-08-04,20
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2022-08-08,2022-08-12,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2022-08-29,2022-10-17,30
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2022-11-21,2022-12-05,11
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2022-12-09,2023-01-05,19
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2023-01-11,2023-02-01,11
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2023-02-08,2023-02-15,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2023-02-22,2023-03-22,21
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2023-04-19,2023-04-25,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2023-05-05,2023-05-29,17
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2023-06-29,2023-08-24,41
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2023-09-15,2023-10-09,11
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2023-11-27,2024-01-03,27
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2024-01-05,2024-01-22,12
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2024-01-31,2024-02-06,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2024-03-28,2024-04-30,22
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2024-05-16,2024-07-11,40
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2024-07-16,2024-08-02,14
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2024-08-09,2024-08-20,8
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2024-08-22,2024-09-03,9
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2024-09-05,2024-09-26,14
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2024-11-15,2024-12-10,18
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2024-12-19,2025-01-20,22
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2025-03-05,2025-03-10,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2025-03-13,2025-04-11,21
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2025-04-15,2025-04-25,9
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2025-04-29,2025-05-08,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2025-05-26,2025-06-03,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2025-06-18,2025-06-23,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2025-09-05,2025-10-29,33
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2025-11-06,2025-11-12,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2025-11-19,2025-12-10,16
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2025-12-17,2025-12-25,7
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2026-01-22,2026-01-27,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2026-01-29,2026-03-02,17
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2026-03-17,2026-04-10,18
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2014-03-05,2014-03-19,11
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2014-03-25,2014-03-26,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2014-04-02,2014-04-08,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2014-04-18,2014-04-18,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2014-04-30,2014-05-05,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2014-05-12,2014-05-14,3
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2014-06-25,2014-06-25,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2014-07-21,2014-07-25,5
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2014-09-22,2014-09-23,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2014-10-22,2014-10-28,5
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2014-12-23,2015-01-05,8
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2015-02-12,2015-02-12,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2015-06-11,2015-06-11,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2015-06-19,2015-06-29,6
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2015-07-10,2015-07-13,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2015-08-04,2015-08-04,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2015-08-24,2015-09-08,10
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2015-09-15,2015-09-16,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2015-11-03,2015-11-03,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2015-12-03,2015-12-14,8
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2015-12-31,2016-01-04,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2016-01-14,2016-01-18,3
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2016-01-25,2016-02-15,11
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2016-04-19,2016-04-19,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2016-04-26,2016-05-03,5
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2016-05-12,2016-05-16,3
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2016-07-21,2016-07-26,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2016-08-02,2016-08-12,9
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2016-09-20,2016-09-22,3
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2016-09-29,2016-09-30,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2016-12-08,2016-12-09,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-01-03,2017-01-03,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-01-26,2017-02-07,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-04-17,2017-04-26,8
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-05-04,2017-05-10,5
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-05-24,2017-05-24,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-06-06,2017-06-06,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-06-30,2017-06-30,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-08-24,2017-08-25,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-09-19,2017-09-20,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-09-26,2017-09-29,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-10-20,2017-10-27,6
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-11-03,2017-11-06,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2017-11-29,2017-12-08,8
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2018-02-22,2018-02-23,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2018-04-17,2018-04-17,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2018-04-24,2018-05-04,7
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2018-06-05,2018-06-08,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2018-08-01,2018-08-01,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2018-08-08,2018-08-24,13
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2018-08-31,2018-09-03,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2018-10-10,2018-10-10,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2018-11-28,2018-11-30,3
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2018-12-12,2018-12-13,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2018-12-17,2018-12-24,6
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-03-19,2019-03-20,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-03-26,2019-03-29,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-04-15,2019-04-16,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-04-23,2019-05-16,15
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-05-22,2019-05-27,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-06-06,2019-06-10,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-07-12,2019-07-12,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-07-19,2019-07-23,3
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-10-08,2019-10-11,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-10-22,2019-10-25,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-11-14,2019-11-14,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2019-12-02,2019-12-04,3
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2020-03-16,2020-04-07,16
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2020-07-30,2020-07-31,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2020-08-14,2020-08-17,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2020-09-15,2020-09-30,12
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2020-11-26,2020-11-27,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2021-02-01,2021-02-10,8
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2021-03-12,2021-03-15,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2021-04-02,2021-04-06,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2021-08-20,2021-08-20,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2021-10-08,2021-10-14,5
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2021-10-22,2021-10-22,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2021-12-07,2021-12-08,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2021-12-29,2021-12-29,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2022-01-25,2022-02-11,9
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2022-03-30,2022-03-30,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2022-04-07,2022-04-13,5
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2022-07-14,2022-07-14,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2022-07-26,2022-07-26,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2022-08-30,2022-08-30,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2022-09-06,2022-09-14,6
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2022-09-22,2022-10-11,9
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2022-11-25,2022-11-29,3
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2022-12-21,2022-12-30,8
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2023-02-24,2023-02-27,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2023-05-12,2023-05-24,9
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2023-07-06,2023-07-13,6
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2023-07-20,2023-07-28,7
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2023-08-11,2023-08-16,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2023-09-15,2023-09-26,8
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2023-11-27,2023-12-07,9
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2023-12-14,2023-12-21,6
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-01-08,2024-01-17,8
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-03-29,2024-04-23,16
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-05-16,2024-05-17,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-05-29,2024-05-31,3
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-06-13,2024-06-13,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-06-26,2024-06-27,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-07-04,2024-07-08,3
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-07-17,2024-07-17,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-07-24,2024-07-29,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-08-13,2024-08-14,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-08-23,2024-08-28,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-09-10,2024-09-20,7
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-11-18,2024-11-28,9
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2024-12-19,2025-01-13,17
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2025-03-17,2025-03-20,4
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2025-03-26,2025-04-03,7
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2025-04-16,2025-04-22,5
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2025-04-29,2025-04-29,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2025-05-28,2025-05-28,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2025-09-10,2025-09-17,6
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2025-09-24,2025-09-30,5
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2025-10-17,2025-10-24,6
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2025-12-05,2025-12-05,1
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2025-12-18,2025-12-19,2
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2026-01-30,2026-02-25,13
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2026-03-17,2026-03-19,3
amount_ma20_zz3_cyb4_and_recwait0_scale0,and,0,2026-03-26,2026-04-07,8
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2014-03-05,2014-03-20,12
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2014-03-25,2014-03-27,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2014-04-02,2014-04-09,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2014-04-18,2014-04-21,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2014-04-30,2014-05-06,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2014-05-12,2014-05-15,4
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2014-06-25,2014-06-26,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2014-07-21,2014-07-28,6
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2014-09-22,2014-09-24,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2014-10-22,2014-10-29,6
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2014-12-23,2015-01-06,9
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2015-02-12,2015-02-13,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2015-06-11,2015-06-12,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2015-06-19,2015-06-30,7
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2015-07-10,2015-07-14,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2015-08-04,2015-08-05,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2015-08-24,2015-09-09,11
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2015-09-15,2015-09-17,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2015-11-03,2015-11-04,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2015-12-03,2015-12-15,9
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2015-12-31,2016-01-05,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2016-01-14,2016-01-19,4
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2016-01-25,2016-02-16,12
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2016-04-19,2016-04-20,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2016-04-26,2016-05-04,6
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2016-05-12,2016-05-17,4
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2016-07-21,2016-07-27,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2016-08-02,2016-08-15,10
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2016-09-20,2016-09-23,4
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2016-09-29,2016-10-10,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2016-12-08,2016-12-12,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-01-03,2017-01-04,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-01-26,2017-02-08,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-04-17,2017-04-27,9
