scenario,removed_codes,removed_names,removed_n,remaining_a_codes,window,start,end,total,cagr,maxdd,dd_date,sharpe,trade_actions,cash_days,delta_cagr,delta_total,delta_maxdd,delta_sharpe
with_bond,1.H20955+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi1000_tr+csi500_tr,4,0.399606,10Y,2016-05-03,2026-04-30,5.436976292233478,0.20488544198128933,-0.220608741902367,2020-10-23,1.0409236513221016,435,74,0.029398023999696044,1.407682720296818,-0.013680352924836603,0.14567846974695176
with_bond,1.H20955+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi1000_tr+csi500_tr,4,0.399606,5Y,2021-04-30,2026-04-30,1.6385858661487083,0.21418757528575005,-0.19471671692475778,2024-02-01,1.0649295115074089,237,30,-0.01004952166872397,-0.11100158024599294,-0.015162964946928703,-0.0233704475454779
with_bond,1.H20955+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi1000_tr+csi500_tr,4,0.399606,3Y,2023-05-04,2026-04-30,1.6682145508783792,0.3885498401624241,-0.19471671692475767,2024-02-01,1.5845363259045453,137,12,0.06962518878524881,0.380374464960092,-0.027192728585864412,0.2458907238753285
no_bond,1.H20955+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi1000_tr+csi500_tr,4,0.399606,10Y,2016-05-03,2026-04-30,7.141598673963765,0.23355444150639926,-0.22511690486192515,2023-03-08,1.1277793492882482,345,176,0.05215841725397241,2.853965463491307,-0.004834810359079844,0.2226093678750155
no_bond,1.H20955+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi1000_tr+csi500_tr,4,0.399606,5Y,2021-04-30,2026-04-30,2.124913218143229,0.2559754253404818,-0.22511690486192526,2023-03-08,1.191527930932836,179,85,0.03359558080012559,0.3961163226519937,-0.02569120416720072,0.1305442523649032
no_bond,1.H20955+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi1000_tr+csi500_tr,4,0.399606,3Y,2023-05-04,2026-04-30,2.2242222665033147,0.4793024593123054,-0.16378078458733092,2024-01-18,1.8158675649980753,107,34,0.16454181865981377,0.9579092607309776,0.031807419573891216,0.5073727145557312
with_bond,0.399606+1.H00016+1.H00852+1.H00905,cyb_growth+sse50_tr+csi1000_tr+csi500_tr,4,1.H20955,10Y,2016-05-03,2026-04-30,3.3776080563720505,0.15927158992951007,-0.2450142579514416,2023-03-10,0.9617072136073553,411,53,-0.016215828052083214,-0.6516855155646093,-0.0380858689739112,0.06646203203220546
with_bond,0.399606+1.H00016+1.H00852+1.H00905,cyb_growth+sse50_tr+csi1000_tr+csi500_tr,4,1.H20955,5Y,2021-04-30,2026-04-30,2.0613998453646114,0.2508272002910321,-0.24501425795144138,2023-03-10,1.4069774674748037,195,32,0.02659010333655809,0.3118123989699102,-0.0654605059736123,0.3186775084219169
with_bond,0.399606+1.H00016+1.H00852+1.H00905,cyb_growth+sse50_tr+csi1000_tr+csi500_tr,4,1.H20955,3Y,2023-05-04,2026-04-30,1.6441658910425776,0.3843512227215131,-0.18410718553041616,2024-10-09,1.8636996777062433,121,15,0.06542657134433782,0.35632580512429035,-0.016583197191522903,0.5250540756770266
no_bond,0.399606+1.H00016+1.H00852+1.H00905,cyb_growth+sse50_tr+csi1000_tr+csi500_tr,4,1.H20955,10Y,2016-05-03,2026-04-30,3.3118425455102916,0.15751642978410074,-0.29944515132379834,2023-03-10,0.9260994554436615,345,133,-0.023879594468326104,-0.9757906649621662,-0.07916305682095304,0.020929474030428774
no_bond,0.399606+1.H00016+1.H00852+1.H00905,cyb_growth+sse50_tr+csi1000_tr+csi500_tr,4,1.H20955,5Y,2021-04-30,2026-04-30,1.907592898231313,0.23799648748657032,-0.2994451513237987,2023-03-10,1.3036695811818688,151,70,0.015616642946214121,0.17879600274007768,-0.10001945062907414,0.24268590261393608
no_bond,0.399606+1.H00016+1.H00852+1.H00905,cyb_growth+sse50_tr+csi1000_tr+csi500_tr,4,1.H20955,3Y,2023-05-04,2026-04-30,1.6284039997657707,0.3815855743052914,-0.18159912758622976,2024-02-01,1.8151792113557437,95,37,0.06682493365279973,0.3620909939934336,0.013989076574992376,0.5066843609133995
with_bond,1.H20955+0.399606+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr+csi500_tr,5,,10Y,2016-05-03,2026-04-30,4.3259372068559205,0.18224987748174293,-0.2157250063234265,2023-01-06,1.1168532943028893,323,120,0.006762459500149642,0.2966436349192607,-0.008796617345896096,0.2216081127277394
with_bond,1.H20955+0.399606+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr+csi500_tr,5,,5Y,2021-04-30,2026-04-30,1.964074337680462,0.24276993892114596,-0.20858313323740507,2023-01-06,1.4409665550625352,175,61,0.01853284196667193,0.2144868912857607,-0.029029381259575993,0.35266659600964845
with_bond,1.H20955+0.399606+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr+csi500_tr,5,,3Y,2023-05-04,2026-04-30,1.8793075907375805,0.42436653838475014,-0.13543533996330048,2024-02-01,2.086088021149357,93,23,0.10544188700757484,0.5914675048192932,0.032088648375592776,0.7474424191201403
no_bond,1.H20955+0.399606+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr+csi500_tr,5,,10Y,2016-05-03,2026-04-30,6.240298838937583,0.21915272629698235,-0.26153785068946567,2022-12-23,1.2540165199789415,225,314,0.0377567020445555,1.952665628465125,-0.04125575618662036,0.3488465385657088
no_bond,1.H20955+0.399606+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr+csi500_tr,5,,5Y,2021-04-30,2026-04-30,2.400902314959479,0.27741904807462414,-0.2615378506894659,2022-12-23,1.5286736153109077,111,166,0.055039203534267944,0.6721054194682434,-0.06211214999474135,0.467689936742975
no_bond,1.H20955+0.399606+1.H00016+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr+csi500_tr,5,,3Y,2023-05-04,2026-04-30,2.4519707439964615,0.5134623493814672,-0.13393096548309036,2024-09-04,2.3285045550208676,61,59,0.19870170872897552,1.1856577382241245,0.061657238678131776,1.0200097045785235
